region,attraction,article
부산,범어사,부산 끝자락에 위치해 수많은 관광객들과 스님들의 방문이 이어지는 곳. 수학여행도 소풍도 많이도 갔던 기억이... 엣날의 고취는 여전히 남아있는데 주변환경은 변화가 있었네요. 그래도 옛 추억이 살아있는 곳입니다.
부산,범어사,부산의 대표적인 절이다. 산 중에 있어 절 방문뿐 아니라 등산을 하고 싶은 사람들에게도 좋은 등산 코스를 제공한다. 불교 행사때 방문해보면 여러 이벤트들을 체험해볼 수 있다.
부산,범어사,매우 아름답다. 산책하기에  좋은 장소이다. 맑은 공기와 아름다운 경치가 매우 좋은 장소이다. 범어사까지 가는 길에 우거진 숲의 경치는 기분을 좋게 한다.
부산,범어사,추천
부산,범어사,부산에서는 단연 빼어난 절입니다. 산세가 좋고 고찰의 분위기가 남아 있으며 대중교통으로 어렵지 않게 접근할 수 있습니다.
부산,범어사,가볍게 다녀올 수 있는곳
부산,범어사,"지도로 봤을때는 산을 꽤 올라가야해서 걱정했는데, 다행히 주차장과의 거리가 멀지 않았습니다. 무료경내 주차장은 줄이 매우 길고요. 버스정류장 옆 주차장은 주말에 3천원 정도 내는데 공간이 좀 빕니다."
부산,범어사,범어사 단풍 멋있어요~
부산,범어사,"부산 여러번 가봤지만, 범어사는 한번가봤어요~범어사 단풍 정말 예뻐요특히 해지기 직전 햇볕과 반짝이는 범어사 단풍 정말 예뻐요"
부산,범어사,"금정산 맑은 공기와 아름다운 사찰, 주변의 예쁜 카페까지^^"
부산,범어사,"범어사는 주차이후 언덕길이 거의 없어 아이들과 산책하기도 좋습니다. 사찰 규모도 큰 편입니다. 범어사를 둘러보신 후, 주변 카페에서 차 한 잔 하시며 금정산을 느껴보세요."
부산,광안리해수욕장,바람쐬러
부산,광안리해수욕장,맛집도않네요특히 무한리필 홍게집에서 맛있게먹고멋진 오션뷰가 좋네요데이트하기 좋습니다.한참 게가살이 많을땝니다
부산,광안리해수욕장,광안리 해수욕장 방문
부산,광안리해수욕장,넓고 사람이 많음. 주변 카페나 음식점과 해변까지의 거리가 가까워서 식당 창가에 앉으면 해수욕장과 광안대교를 즐길 수 있음. 찻길이 바로 붙어있고 쌩쌩 달려 길 건널때 조심해야 함.
부산,광안리해수욕장,여ㅗㅔㅇ
부산,광안리해수욕장,야경이 좋은 광안리 해수욕장여기저기에서 버스커하는 모습 아주 좋았다.모래사장에 설치된 광안리 푯말  사진촬영하기 좋은곳이다.
부산,광안리해수욕장,부산의 대표적 해수욕장
부산,광안리해수욕장,"수영구에 위치한 광안리해수욕장입니다.해운대 다음으로 유명한곳입니다.공영주차장은 가까운데 위치하고있지않습니다.광안대교의 뷰가 환상적인곳입니다.가족,연인,친구들과 함께하기좋습니다."
부산,광안리해수욕장,여름의 해변은 비록 모르지만.
부산,광안리해수욕장,겨울의 송정 해운대 광안리 중에서는 광안리가 제일 좋았다.해안가 바로 가까이에 모든 상가가 활발하게 영업중이었다. 해운대도 그렇긴 하지만 해운대는 약간 빌딩 호텔 이런 느낌인데광안리는 생활권느낌이 강했다. 더 자유로운느낌을 받았다 그리고 해변도 엄청 넓고
부산,광안리해수욕장,야경이 아름다운 해수욕장
부산,광안리해수욕장,해운대해수욕장과 더불어서 부산에서 가장 유명한 해수욕장 중 하나. 모래가 좀 더 딱딱한 편. 가장 큰 특징은 광안대교가 한 눈에 보여 야경이 매우 아름답다는 점입니다.
부산,광안리해수욕장,겨울에도 운치있는곳
부산,광안리해수욕장,광안대교도보이고 가을에는 불꽃축제도하고 나들이 하기좋은곳입니다근처에 맛집들과 카페가 많아요교통도 편리한곳
부산,광안리해수욕장,여기는 겨울에 가도 좋아여
부산,광안리해수욕장,한국에 이렇게 관리 잘 되는 해수욕장 없을거임겨울에도 주변에 먹을 곳 많고깨끗함 언제나 사람이 많은 편임이것저것 잘 꾸며놔서 물에 못 들어가도 괜츈
부산,광안리해수욕장,따뜻한 겨울바다
부산,광안리해수욕장,부산에서 태어나 대학때부터 광안리 근처 살았다 현재는 대구에 살지만 어머님께서 아직 광안리 사셔서 1년에 몇 차례 씩 내려 간다.  최근 광안리가 많이 새롭게 변하고 있는 것 같다 부산시에서 관리를 잘하고 또 주변많은 새로운 찻집과 새로운 음식점 그리고 주변이 깨끗하여 지며 관광지로 탈바꿈 하고 있다그래도 바다가 멋진 곳이다광안대교가 바다 가운데 있다
부산,광안리해수욕장,부산의 명소.. 젊음과 낭만이 숨쉬는 곳.
부산,광안리해수욕장,예전부터 광안리는 젊음의 상징이었지요. 물은 더러워서 수영은 하기 그렇지만 바다가 있다는 사실만으로도 충분히 그 역할을 다 하고 있는 곳입니다. 젊은이들이 쉴 수있는 공간이 많지만 그 만큼 어지러운 곳이기도 한 양면성이 있는 듯요...
부산,광안대교,해질녁이 너무 좋아요
부산,광안대교,겨울은 조금 추워서 그렇지만 봄 가을이면 해질녁에가셔서 노을지는 하늘과 해진후 야경을 보시면 좋을듯 합니다주변에 가볍게 술을 마시기에는 분위기가 좋지만 다른곳에 비하여 가격은 조금 나갑니다
부산,광안대교,부산만이 가지고 있는 감성을 느낄 수 있는 곳.
부산,광안대교,호텔에서 잠시 나와 기분전환겸 산책할때 봤던 광안대교. 다리가 만든 야경은 부산의 감성을 제대로 느끼게 해주는 능력이 있었습니다:D 다시 방문하고 싶은장소!👍👍
부산,광안대교,넘  이뻐요!!
부산,광안대교,광안리 아웃백갔는데 광안대교도 보이고 이뻐요~~!! 맛있는것도 먹고 뷰도 보고 ㅎㅎ완전 좋았어요!!ㅋㅋㅋ 다음에 또 먹으러 가야겠어요!!!
부산,광안대교,야경보기좋은곳
부산,광안대교,낮에는 크게 흥미가없는곳이지만 밤에보기엔 너무 좋은곳호텔오션뷰에서 봐도좋고  특히 요트투어로   가까이에서  보는걸추천
부산,광안대교,바다
부산,광안대교,바다.... 더 이상 말이 필요한가요..여러분도 시간나시면 광안리에 한번 가보세요광안대교를 바라보며 맥주한잔 하고 싶네요정말 좋아요
부산,광안대교,한국최고의 브릿지
부산,광안대교,"다이아몬드브릿지로 유명한 광안대교는낮보다 밤이, 화려합니다.광안리해수욕장에서 바라보면 정말 아름다운곳입니다.연인,가족,친구들과 함께 하면 정말좋습니다.매년 10월에는 부산국제불꽃쇼가 진행됩니다."
부산,광안대교,광안리
부산,광안대교,바닷가의 해변에서 아름다운 광안대교를 바라볼 수 있습니다. 주변에 다양한 카페와 식당들이 있으며 해변에 위치해 있는 거의 모든 장소에서 낮에는 바다와 어우려진 아름다운 다리를 볼 수 있으며 야간에는 조명과 함께 빛나는 색다른 모습을 감상할 수 있습니다.
부산,광안대교,부산을 상징하는 야경
부산,광안대교,광안리 해변에서 광안대교를 바라보면 정말 멋지다.여름이라면 밖에서 봐도 좋으나 차가워진 날씨라면 광안리 해변도로를 끼고 있는 식당이나 까페에서도 볼 수 있다.
부산,광안대교,멋진야경
부산,광안대교,저녁에오면 다리랑 건너편 해운대 아파트뷰랑 어울려서 이쁜 야경을 볼수있는곳.낮에도 바다보고 다리보고있으면 힐링되요
부산,광안대교,야경
부산,광안대교,야경이 좋다 부산에서는 여기가마린시티 야경도 보고최고입니다 그리고 저는 개인적으로좋았어요 주위에 맛집들이 즐비합니다메뉴도 다양하게 있어서 좋고요주차도 그냥 도로에 가능해서편리하고 ~~~~
부산,UN기념공원,가족과 함께 산책하기 좋은 곳
부산,UN기념공원,유엔공원은 조용하고 안전한 공원입니다~아이들과 함께 둘러보기 좋아요~작은 호수에 오리와 있어요 사직찍으면 외국같은 분위기~요즘 코로나로 해외나기기 힘든데 갈볼만 해요~무료입장~
부산,UN기념공원,한국전쟁 당시 한국을 위해 싸우시다 전사한 UN군 분들의 유해가 묻혀 있는 곳.우리나라가 아예 UN에 기증을 한 독특한 장소입니다. 
부산,UN기념공원,un기념공원
부산,UN기념공원,한국전쟁때의 용사들을 기리는 공원이다. 추모의 의미와 더불어 시민들이 공원을 즐길 수 있도록 잘 정비해놓아서 가볍게 산책하기 좋은 공원이다. 
부산,UN기념공원,세계에서 유일한 UN군 묘지
부산,UN기념공원,"토지를 유엔에 영구기증하여UN참전용사의 유해를 관리하고 있음계절마다 아름답게 가꾼 화초와추모기념비  등을 보실 수 있습니다 정문은 김중업 건축가의 설계로건립되어 부산시 근현대  문화유산으로지정되어 있습니다.입장료는 무료이며, 입장시에는  단정한 복장을 준수해야 합니다.  정문에는 위병이 서 있어서  출입이  불허될 수 있습니다."
부산,UN기념공원,감사합니다
부산,UN기념공원,어린 나이에도 타국을 위해 전쟁을 참여한 이들의 무덤을 보니 가슴이 먹먹했습니다. 공원도 그분들에게 감사하는 마음을 표시하는 것만큼 정성스럽게 잘 만들었습니다. 
부산,UN기념공원,별 이유 없이 방문 했다가 감동 받았습니다.
부산,UN기념공원,제가 부산에서 가장 좋아하는 장소 중 한 곳 입니다.가슴 아픈 우리나라의 역사를 간직한 곳이자 위로하는 곳.마음이 아프면서도 편안해 지는 곳입니다.
부산,UN기념공원,외국인이 더 자주 찾는 곳
부산,UN기념공원,유엔 기념공원은 전 세계에서 유일하게 한 곳 이 곳 부산 남구에만 위치하고 있습니다.앞으로도 더욱 많은 사람들이 찾기를 바라는 바입니다.
부산,UN기념공원,꼭 방문해.보세요
부산,UN기념공원,부산에 살면서도 유엔국립묘지를 방문한것은 처음이었다.생각했던것보다 훨씬 멋지고 경건하게 조성된곳이었다.지금의 우리를 그리고 앞으로의 우리가 살아갈 시간들을 깊게 생각할수 있는 곳이었다.부산에 여행을 오는 사람들과 부산시민들 모두 한번씩은 방문해보시라고 권하고 싶은곳이다.
부산,UN기념공원,UN기념공원 산책 겸 연인과의 데이트 짱!
부산,UN기념공원,역사 깊은 곳 UN기념 공원 그리고 국화축제UN공원은 부산에서도 굉장히 유서 깊은 곳이고또한 많은 의미를 담고 있는 곳이다.그래서 그런지 들어갔을때 느껴지는 UN공원만의 분위기가 있다.포근하지만 차분한 분위기그런 분위기 안에서 국화 축제는 정말 공원을 거니는 사람들의 마음을더 따듯하게 만든다.국화축제를 즐기고 UN공원을 돌아보기 위해서짐을 들고다니면 굉장히 불편할 때가 많다물론 앉아서 쉴수 있는 공간도 마련되어 있지만 그래도짐을 들고다니기에는 한계가 있다.그럴때 부산의 짐 보관소를 한번에 찾을 수 있는 Bag Station이 있다면굉장히 큰 도움이 될것 같다UN공원을 갈때 주변상점에 짐을 잠시 맡겨두고공원과 국화축제를 다 즐기고 돌아 올때 찾는다면정말 편하게 더욱 UN공원을 즐길 수 있다.
부산,UN기념공원,부산에서 가볼만한 곳
부산,UN기념공원,제가 남구 쪽에 살았는데 세계 유일하게 유엔평화공원이 한국 부산에 있다고 하더라고요 정말 가볼만하데요 꼭 가보시길 바랍니다
부산,송도해상케이블카,비지니스
부산,송도해상케이블카,"해상케이블카는 꼭한번은 타보세요...건너편에도 볼거리, 먹거리, 산책코스, 그리고 그곳에서 바라보는 전망은 힐링 제대로 됩니다."
부산,송도해상케이블카,송도에 갔다면 한 번 타볼만함!!
부산,송도해상케이블카,"크리스탈(바닥유리)이 5천원 가량 더 비싼데 굳이 크리스탈 안 해도 될듯합니다. 어차피 바닥은 바다만 보여서 주변을 더 둘러보기때문에 굳이...?!?!? 잘 찾아보시면 할인혜택있으니 할인 받으면 좋아요(srt,ktx 승차권 있으면 할인 됐었음)개인적인 추천코스가 있다면.. 1. 해지기 좀 전에 케이블카 편도로 타고감.2. 케이블카 내리면 테마공원처럼 이것저것 꾸며놓은 것 있어서 사진찍고 놀기 좋음.3. 해가 질 때쯤이면 케이블카에도 불이 들어오고 송도앞바다 야경 구경 가능.4. 암남공원 쪽으로 내려오면 조개구이 포장마차 있음5. 조개구이 1점, 소주 1잔 = 끝~^.^~6. 택시타고 남포동으로!"
부산,송도해상케이블카,거리에 비해서 비싸지만 꼭 한번 타볼만한 해상케이블카
부산,송도해상케이블카,"1시간가량을 걸어서돌아오기 싫어 왕복으로 구매하긴 했지만 편도로 구입할껄 하고 후회했어요.갈때는 크리스탈 투명 케이블카로 가는걸 추천합니다.전방과 좌우측에 멋진 경관이 펼쳐져요.하지만 생각보다 가격이 너무 비싸네요.3가족이 타는데 왕복 6만원이라니;;;우측에 보이던 해안산책로를 보니 편도로 갔다가 돌아올땐 해안으로 해서 도보로 천천히 올껄 그랬어요.편도와 4천원밖에 차이나지않지만 멋진 절경로를 만끽할수있고, 남은 돈으로 택시타고 다른곳으로 이동할수있어 더 좋을듯."
부산,송도해상케이블카,송도에도 생겼군요
부산,송도해상케이블카,과거에 있었다가 없어지고 최근 새로 지은 걸로 알고 있는데 요즘 우리나라에서 유행하고 있는 해상케이블카입니다. 바닥이 투명한 게 좀 더 비싼데 그래서 그런지 많이 안 타서 줄이 좀 짧은 편.
부산,송도해상케이블카,가볼만 한 곳입니다..
부산,송도해상케이블카,어둑어둑해질 때 가서 바다가 잘 보이지는 않았지만 대교가 보이는 야경은 멋졌습니다.작은 박물관 등 잘 꾸며 놓았네요..가격이 좀 부담스럽긴 하지만 좋습니다.
부산,송도해상케이블카,경치가 좋아요
부산,송도해상케이블카,맑은 날 케이블카를 타고 바다 위를 가로질러 가는 경관이 너무 좋습니다. 도착지 공원에서의 전망대 경관도 좋습니다. 다만 컨셉이 공룡 말고 좀 더 자연친화적이었으면 하는 아쉬움이 있고 좀 더 시설 등이 깨끗했으면 합니다 
부산,송도해상케이블카,가족 여행으로 방문하기 좋은 곳
부산,송도해상케이블카,송도를 볼 수 있는 또 다른 방법인 케이블카. 케이블카도 좋지만 도착해서 산책하며 송도를 바라 볼 수 있는 기회도 잘 활용해 보시면 좋을 듯합니다.
부산,송도해상케이블카,크리스탈 케이블 카
부산,송도해상케이블카," 바닥이 뻥 뚫린, 경치도 시원한 케이블 카를 타니, 너무 기분이 좋았던 기억이 납니다. 다음에 기회가 되면 한번 더 오고 싶은 곳이 됐어요."
부산,송도해상케이블카,송도해상케이블카 최고의 구경 거리
부산,송도해상케이블카,송도해상케이블카는 처음에 많은 잡음이 있었다지요? 하지만 요즘은 서구를 먹여 살리는 황금알을 낳는 오리라고 합니다. 최고의 야경 구경거리.
부산,송도해상케이블카,아이와 아내 모두 즐거워합니다. 
부산,송도해상케이블카,야간에 탑승을 했습니다. 송도에서 볼 수 있는 야경이 볼만합니다. 하부에서 타고 올라가면 공원과 매점들이 있습니다. 가격이 싸지 않지만 재미있었습니다. 금요일 저녁에 갔는데 한산하여 하나의 케이블카에 우리 가족만 탈 수 있어 더 좋았습니다. 야간 탑승을 추천합니다. 
부산,다대포 해수욕장,몰운대쪽도 좋아요
부산,다대포 해수욕장,분수대있는곳에서 편의점.식당있는곳으로 작은 골목지나면 이런곳이 나와요.몇년째 방문해오지만처음 와봤어요ㅋㅋ.새로 정비해서 해안가선도 이쁘고 깔끔해요.식당까페등 더 정비가 되면 더 좋을거같습니다
부산,다대포 해수욕장,넓은 모래가 매력적
부산,다대포 해수욕장,다대포 해수욕장의 모래사장은 다른 해수욕장보다 더 넓은 것 같다.지하철로 갈 수 있어서 접근성은 좋지만 다른 곳에 비해서는 외진 곳에 위치해서 현지인들이나 주변도시 사람들이 찾는 듯하다.
부산,다대포 해수욕장,해넘이를 보아야 할 부산의 일몰 명소
부산,다대포 해수욕장,"부산의 제일 서쪽 낙동강 하구에 있는 해수욕장입니다.  넓은 백사장에 모래가 너무 부드럽고 수심이 얕아서 어린이들이 안전하게 놀 수 있는 곳 입니다.  해수욕장 보다도 일몰시 낙동강 하구와 산을 붉게 물들이는 해넘이는 전문사진꾼뿐 아니라 일반인들에게도 사랑받는 출사장소입니다. 요즈음은 지하철1호선 다대포역까지 생겨서 접근성도 좋고 산책할 수 있는 해변공원, 대형 낙조분수, 백사장의 멋있는 조형물 등 보고 즐길 곳이 너무나 많은 곳입니다."
부산,다대포 해수욕장,"조용한 바닷가, 좋은 곳"
부산,다대포 해수욕장,"해운대, 광안리, 송정과는 완전히 다른 바닷가와 해변...이런 곳이 훨씬 누리기에 좋습니다... 산책하고 사색하고, 해변을 느끼고함에.."
부산,다대포 해수욕장,바다미술제
부산,다대포 해수욕장,2년만에 한번씩 비엔날레로 바다미술제가 10월 28일까지 해요.지금도 다양한 작품이 해수욕장에서 전시중이에요.포토존이 되는 스팟들이 많습니다.
부산,다대포 해수욕장,최고
부산,다대포 해수욕장,단연 부산 최고의 해수욕장입니다. 인공 백사장이 아닌 자연상태에 가까운 해변이며 강 하구를 끼고 있어 독특한 모래톱과 갯벌이 발달합니다. 가족들과 방문하기에도 좋습니다.
부산,다대포 해수욕장,"여행,산책"
부산,다대포 해수욕장,"노을질때 해변과 해변옆 으로 생태 공원길(해지고도 조명땜에 이쁨) 추천해요,  수심이 얕고 뻘이 있어 여름에 아이들과 함께 생태체험 겸 물놀이 하기 좋은 바다에요"
부산,다대포 해수욕장,분수쇼
부산,다대포 해수욕장,위치는 좋지는 않아요 해운대에서 약 1시간 정도?근데 여기서 열리는 분수쇼는 볼만 했어요아이들이 엄청 좋아하고 재밌었어요 
부산,다대포 해수욕장,데크 산책로
부산,다대포 해수욕장,데크산책로가 있어서 모래걱정없이 산책할수있어 더 좋아요.갈대도 있고 밤에 사진찍으면 몰디브같아보이기도 합니다.설연휴에 춥지않아서 정말좋았어요.연날리시면서 판매하시는분이 있는데 엄청 예뻐요 사고싶었어요.
부산,다대포 해수욕장,부산해수욕장
