region,attraction,article
광주,무등산 국립공원,"도심속 너무나 감사한 국립공원 전문 산악인은 아니지만 제가 다녀본 국립공원 산중에서 가장 정비가 잘 된 소위 '신상' 일 것같네요~. 그나마 가장 청결하고 잘 관리되고있는 공공 편의시설 및 주변 상가 와 식당가들..주차장 및 산행로 등...도심에 이런 좋은 산이 있다는것은 정말 광주광역시 시민들은 복받은 분들 같습니다. 도심 한 가운데 위치해서 너무나 접근성이 좋아서 마치 동네 뒷동산 가는 기분으로 언제든지 갈 수 있으니까요~. 자가용으로 간다면 무등산 증심사, 광주호 생태공원 등등도 꼭 같이 들리면 좋구요~."
광주,무등산 국립공원,역시무등산 등산하고싶으면무등산이죸ㅋ중머리재에앉아서탁트인광주경관보고밥먹으면최고!서석대까지올라가야하지만너무힘듬
광주,무등산 국립공원,등산하기 너무 좋은 곳 경치는 말할 것도 없고 보존이 잘 되어 있어서 항상 갈때마다 기분이 좋습니다. 등산길에 먹는 막걸리와 전은 항상 빼놓을 수 없는 코스구요 등산을 마치고 삼계탕을 드시는 것도 좋습니다. 데이트 가족동반 모두 괜찮을 것 같아요.
광주,무등산 국립공원,무등산드라이브와 보리밥거리에 다녀왔어요 지산동 무등산 초입에는 무등산보리밥거리가 있는데 각종 밥집과 분위기있는 까페들이 많아 데이트분위기 내기 좋았습니다. 무등산파크호텔 앞에는 케이블카도 있었구요. 능선을 따라 무등산을 드라이브하며 산을 만끽한 날이었습니다.
광주,무등산 국립공원,"도시바로 앞의 국립공원 도심과의 거리가 불과 20분 정도, 주차장에서 부터 바로 국립공원 의 산공기를 만끽하면서 트래킹 할 수 있습니다. 거기에 증심사와 미술관 맛있는 음식점 들이 주변에 풍부해서 언제든 방문하기에 적합합니다. 여러 등산 코스가 준비되어 있어서 본인의 취향에 맞추어서 짧고 완만한 코스부터 높은 산정상 까지 즐기 실수 있습니다."
광주,무등산 국립공원,"도심 속 힐링,운동 도시에서 높은 산을 오르기 쉽지 않은데 무등산은 등산, 가벼운 탐방, 힐링, 계곡, 산사 등 잘 찾아보면 많은 것을 누릴 수 있습니다.한달에 2번은 등산하는데 짧게는 2시간부터 길게는 다른 도시로 연결된 등산로까지 찾아보면 많은 코스가 있습니다. 어린이부터 무릎이 안좋은 어른도 가벼운 산행 가능하고 정해진 코스외에도 오르다 힘이들면 중간에 샛길로 빠져나와 포장된 도로로 쉽게 내려올 수도 있고, 산자락에 카페,보리밥집 등 많은 것을 제공해주는 고마운 산입니다.또 더운 여름에는 계곡도 있어 저렴하게 여가를 보낼 수 있습니다."
광주,무등산 국립공원,등산로가 많아요 국립공원으로 지정된 후에 사람도 더 많게 느껴지지만 근처에 식당도 많구요 카페도 있구요~ 등산로코스가 여러개 있어서 좋은 곳이랍니다. 
광주,무등산 국립공원,광주를 대표하는 산 광주를 대표하는 산으로써 많은 등산객들이 찾는 곳입니다. 산 고도가 높으며 산책로가 있어 힐링하기에는 좋습니다.
광주,무등산 국립공원,광주의 휴식처 광주시내에서 1187번 버스타고ㅡ찾아가서 자기.체력에 맞게 실컷 걷고 올수있습니다생각보다 꽤 높은산이고 통제구역도 있으니.안내표지 잘 보고 다니면 되구요워낙 교통이 광주시내와 연계가.잘 되어있어서  .찾아가기 좋은곳입니다
광주,무등산 국립공원,무등산국립공원~~ 정상까진 못했어요..하도 유명하고 높은 산이라광주에 가면 꼭 한번 들러봐야겠다 생각했거든요~~~~ 역시 공기 좋고 꼭 한번 가봐야할 산이에요!
광주,무등산 국립공원,서석대의 아름다움 시간이 나서 등산을 했습니다 생각보다 높았지만 아주 험한 편은 아닙니다. 아주 많은 노선의 버스가 무등산 등산로 입구까지 다녀서 교통편도 좋습니다. 그 주변으로 카페도 많아서 내려와서 이용했네요.
광주,무등산 국립공원,4월인가 등산하다 너무 추워... 정상은 아름다우나 등산을 하신다면 바람막이는 필수로 챙기세요정상에 올라가니 바람이 꽤나 세더라구요
광주,무등산 국립공원,"아, 무등산이여! 무등산은 남도의 광주와 화순과 담양을 끼고 솟아있는 어머니 품과 같이 느껴지는 명산이다.이제 국립공원으로 지정되어 새롭게 거듭나고 있어 찾는이들에게 깊은 정감을 안겨줄 것이다."
광주,무등산 국립공원,광주시내의 산 광주시내에 있어 멀리가지 않아고 산을 방문할 수 있고. 경사가 가파르지 않아서 등산하기 수월함. 입구쪽에 식당들과 등산용품점이 많이 있음
광주,무등산 국립공원,"인구 100만이 사는 도시안에 이만한 수준의 산이 있는 도시가 몇 없죠. 1000미터가 넘는 고산임에도, 등반레벨은 비교적 easy 합니다. 물론 정상까진 갈 순 없지만...다양한 볼거리가 산재해 있어 광주시민들의 사랑을 많이 받는 산이기도 합니다. 국립공원으로 지정된 뒤에 정비가 되어 증심사쪽은 먹거리,쇼핑등이 잘 갖춰져 있기도 합니다. 본격적인 등반을 위해서는 증심사에서 출발하는 것이 좋고, 비교적 짧은 시간 동안 무등산을 즐기고, 담양등지의 다른 여행지를 찾는 여행자라면, 산장쪽으로 가서 잠깐 맛을 보는 것이 방법입니다. 여름철 산장쪽으로 가신다면 시원한 계곡에서 더위를 식히실 수도 있을거구요.^^ 겨울은 눈꽃이 아름답게 피어나 절경을 이룹니다."
광주,무등산 국립공원,"편안한, 그러나 도전적이기도 한 산 일반적으로 산장으로 가는 길과 증심사로 가는 길이 있음. 산장으로 가는 길은 도심에서 차로 20분쯤 들어가야 하고 증심사는 도심에서 상대적으로 가까워 대중교통이 편함. 코스가 매우 힘들지는 않고 여러 가지의 코스가 다양한 난이도임. 산장에서 출발해서 증심사로 내려오면서 점심식사 하면 좋음"
광주,무등산 국립공원,광주에 놀려오셨다면 꼭 가보세요 산을 취미로 하신 분이시라면 적극 추천. 무등산은 가을과 겨울이 가장 이뻐요! 적당히 가파르고 돌산도 아니어서 체력적인 부분만 바쳐주면 괜찮게 오를 수 있는 곳입니다.
광주,무등산 국립공원,"접근성 좋은 국립공원 광주 시내에서 시내버스로 가기도 좋고, 증심사입구에는 맛집도 많고, 스타벅스도 있어요. 커피도 한잔하고 싶고, 산바람맞고 싶을때 추천"
광주,무등산 국립공원,아주 좋아요 광주광역시를 대표하는 무등산 국립공원! 얼마전에 국립공원으로 승격이 됐지요. 국립공원의 위상에 어울릴만한 아름다운 곳이랍니다! 단 주말엔 등산객들이 많아서 좀 혼잡하죠...
광주,무등산 국립공원,"광주의 명산 광주에서 가장 유명한 산입니다. 입구에는 각종 예쁜 카페와 상점들, 꼭대기에 올라서면 서석대와 입석대가 너무 아름답습니다. 중간인 중머릿재까지만 가셔도 멋지구요 초보자는 토끼등까지 오르는 것 추천합니다"
광주,무등산 국립공원,광주에서 꼭 들러야 할 곳이죠. 드라이브하기도 좋고 등산하기에도 좋은 곳이에요. 무등산 내에 맛집과 카페도 많이 있어서 광주에 오면 꼭 들러야 할 곳이라고 생각합니다.
광주,무등산 국립공원,어머니산 무등산은 도심과 가까워서  많은시민들이  사랑하는 국립공원입니다  등산코스도  다양하여  가족끼리  친구들과  어떤경우도 좋은곳 입니다
광주,무등산 국립공원,여름에 가족끼리 미술관 들리기 좋은곳 국립공원 입구에 미술관이 있어 등산보다는 미술관 체험을 하기에 좋았다. 가족끼리 여행하면서 아이가 있으면 등산보다 미술관 체험을 추천
광주,무등산 국립공원,무등산 인근에 좋은 곳들이 많아요. 광주의 자랑. 예전에 무등산 하면 수박이었는데 지금은 어떤지 모르겠어요. 무등산호텔?이었나 옆에 리프트 시설이 있어 산정상?언저리까지 올라갈 수 있어요. 한번쯤 이용해 보는 것도 좋을듯해요.
광주,무등산 국립공원,"아름다운 규봉암 규봉암의 풍광은 언제 보아도 아름다운데, 눈 내린 겨울풍광이 가장 아름다워요. 물론 가을철 단풍이 들었을 때도 아름다운데, 그래도 고즈넉한 겨울이 최고인듯."
광주,무등산 국립공원,"광주에서 가장 아름다운 곳 국립공원으로 지정되고 방문객이 많아 졌지만, 시설도 더 좋아지고 코스도 관리에 신경 쓰는것 같다."
광주,무등산 국립공원,등산하기 좋은 곳! 광주는 맛있는 것들로 가득찬 곳이다. 무등산의 아래에는 많은 식당들이 있고 내가 갔던 곳도 맛있는 집이었다. 아침에 일찍 무등산에 오른다면 상쾌한 기분을 느낄 수 있을 것이다. 맑은 공기와 풍경들이 인상적인 곳이었다. 천천히 걸으며 등산 할 수 있는 곳이다. 사진찍으면서도 너무 즐거웠고 좋은 추억을 남기고 온 곳이었다. 다시한 번 가보고 싶은 곳이다.
광주,무등산 국립공원,놀랍다! 이 산에서는 정말 할 것이 많다. 풍경을 볼수 있는 곳과 절들이 있으며 강 쪽 아래에는 많은 식당들이 있다. (중심사 절 입구 쪽)
광주,무등산 국립공원,한국인들은 등산하는 것을 사랑한다! 나는 주말에 한국에서 얼마나 많은 사람들이 등산을 가는지 모르겠다. 당연히 아름다운 산에서 절은 제일 훌륭한 예술 작품이다. 등산용품이 한국에서는 비싸기 때문에 원래 갖고 있던 것을 가지고 오는 것이 좋다.
광주,무등산 국립공원,"심각한 아니면 캐주얼한 등산을 하려는 이들을 위한 훌륭한 산! 무등산은 광주를 보호하는 산이며, 모든 수준의 등산객들에게 하루 지내기 좋은 곳이다. 도시의 동쪽에 있으며 다양한 곳에서 버스를 타고 올 수 있는데 시내의 YMCA(지나가는 현지인에게 물어보면 모두 어디있는지 알려준다)를 지나는 버스를 타면 된다. 증심사를 가는 모든 버스(버스 정류장에서 영어로 방송해 줌)를 타면 산 근처의 식당으로 안내하지만, 1187번 버스는 내가 개인적으로 선호하는 등산 시작 점으로 데려다 준다. (모든 버스는 시내로 다시 돌아간다)증심사 쪽에는 산 아래서부터 올라가면서 등산용품 가게와 카페, 그리고 많은 절들이 있고, 심지어는 미술관도 있는데 나는 한 번도 가 본적이 없다. 짧은 거리의 등산은 도시의 훌륭하고 환상적인 풍경을 보여주지만 정상에 갈 수 있으며 (군대 시설이 있기 때문에 꼭대기까지는 갈 수 없음) 오후에 돌아오거나 혹은 자연에 빠지고 싶다면 들판으로 갈 수 있다. 길은 잘 유지되어 있으며 (어떤 곳은 매우 잘 관리되어 있음) 증심사 쪽은 거의 항상 사람들로 붐빈다. 겨울에는 눈이 내리니 조심하고, 여름에는 많은 물이 필요하다.만약 등산을 좋아하면 훌륭한 오후를 보낼 수 있을 것이고, 좋아하지 않더라도 방문할 만한 곳이다."
광주,무등산 국립공원,"광주 시민의 휴식의 산・무등산 「비교할 산이 없음」이라는 의미의 무등산은 광주시의 상징이자 시민의 휴식의 공간이다. 공원 관리 사무소까지 버스로 갔다가, 거기서부터 등산이 됩니다. 도중에 유명한 절을 물어 가면서 산길을 즐길 수 있습니다. 길가에서는, 계절에 따라 각양각색의 산나물이나 야채, 음료가 판매되고 있습니다. 얼마나 화창한 등산입니까."
광주,국립 5・18 민주 묘지,광주의 성지라 일컷는 곳 광주의 정신이 깃든 곳이라 광주에 있는 동안 꼭 한번은 방문해봐야 한다고 해서 다녀왔습니다. 희생에 대한 안타까움과 숙연함이 느껴지는 곳이네요
광주,국립 5・18 민주 묘지,숙여해지네요 민주화의 주역인 선배님들의 노고에아낌없는 찬사를 보냅니다.미래의 후배들의 삶을 위해서목숨을 바친 그 정신을 다시한번고개를 숙여봅니다.편히 쉬세요.
광주,국립 5・18 민주 묘지,아이들과 방문했습니다. TV 뉴스에서만 접하다가 직접 방문하니 정말 어린 학생들 부터 노인까지 이 나라 민주주의를 위해서 희생하셨다는 사실이 가슴이 아팠습니다. 아이들과 방문하기전에 5.18 관련된 영화나 이야기를 알려주시고 방문한다면 아이들의 눈빛이 달라진다는 것을 알게 될 것입니다.
광주,국립 5・18 민주 묘지,구 묘역에도 꼭 들러보세요 전시되어있는 신묘역과 또 다르게 그간의 많은 이야기들이 있답니다 갈때마다 새롭고 오신 손님들도 정말 고맙다고 인사하세요. 그 유명한 묻힌 전두환 비석도 있구요
광주,국립 5・18 민주 묘지,"대한민국 현근대사의 아픈 기억이 잠든곳 80년 5월에 나는 초등학교 (그때는 국민학교라고 불리웠다) 2학년의 노는것 외엔 아무 관심 없는 어린이에 불과했다 어느날 학교를 안간다고 좋아했던기억 그리고 트럭 뒤에 탄 시위대가 부르는 "" 전두환 물러가라 "" 라는 외침 그리고 이웃 몇몇의 총탄에 의한 죽음 그리곤 탱크 등장 헬기소리 ....그리곤 그당시 광주 도심에서는 약간 벗어난 주택가임에도 불구하고 곳곳에 총칼을 든 군인들이 삼엄하게 경계를 서고 시민들을 통제하는 모습의 기억아무생각 없는 어린아이의 기억에도  무서워서 밖을 못나가는 서슬 퍼렇던 그 시절이후에도 그날의 일은 금기어였고 이웃들의 죽음은 폭도나 간첩으로 몰렸던 현실수십년이 지나 그날이 재평가되고 일부는 보상을 받았고 그때 매장을 했던 공동묘지는 국립묘지로 바뀌었지만 진실을 아직도 밝혀지지 않았고 최종 책임자는 처벌 받지 않고 호위호식 하며 잘 살고 있죠민주주의는 피를 먹고 자란다는 말이 있죠.. 그들의 피가 있었기에 지금 우리가 할 말 하고 자유롭게 살수 있는거라고 생각합니다"
광주,국립 5・18 민주 묘지,뼈아픈 역사가 숨쉬는 곳 이곳은 만족도로 표현할 수 없는 곳인데 그렇게 표현을 해야하니 좋은으로 일단 선택했습니다. 그당시 광주시민이였다면 누구나 몸서리 칠 만큼 그도시를 공포로 몰고갔던 5.18 생각하면 할수록 참담하네요 ㅠㅠ
광주,국립 5・18 민주 묘지,국립5.18민주 묘지 대한민국의 민주주의 역사를 확인할 수 있는 곳이었습니다. 모든 국민들이 민주주의에 대해 다시 한번 되새김을 기를 수 있도록 유가족분들에게 피해가 가지 않는 선에서 찾아가 볼 수 있는 곳이 되었으면 합니다. 또한 낙후되고 보수가 필요한 곳도 많아 주변관리에 인원보충이 필요해 보입니다. 대중교통으로도 이용이 가능하니 노선과 택시에 대한 정보 제공이 있다면 도 많은 사람들이 방문 할 수 있지 않을까 싶습니다.
광주,국립 5・18 민주 묘지,"광주에서 오면 꼭 가야할 장소! 518민주화운동 광주! 광주에 왔으면 꼭 가봐야할 장소다. 입장료없고, 무료입장하고, 민중항제박물관에 있어서 구경할수있습니다. 꼭 가보세요.."
광주,국립 5・18 민주 묘지,5월에는 꼭 가봐야할 곳 광주시민들의 용기와 희생에 대해서 항상 잊지않겠습니다.언제든 광주에 방문하신 분이라면 민주묘지에 들리는걸 추천합니다.
광주,국립 5・18 민주 묘지,민주화의 얼이 담겨있는 곳 국립5.18민주묘지는 광주민주항쟁과 민주화의 얼이 담겨있는 곳으로 가족이나 친구와 함께 찾으면 뜻깊은 추억을 갖게될 것이다.
광주,국립 5・18 민주 묘지,방문할 때마다 가슴아픈 곳 대한민국의 민주주의를 위해 싸우다 신군부의 무력에 희생당하신 광주시민들의 넋을 모셔둔 장소다. 방문할때마다 가슴이 먹먹해진다. 광주에 간다면 꼭 방문해 볼만한 장소다.
광주,국립 5・18 민주 묘지,광주 대표 방문지 광주를 찾는 사람들이 꼭 방문하고 싶어 하는 곳 중 하나죠. 문닫기 직전에 가는 건 추천하지 않아요. 아직 시간이 남아 더 둘러 보고 싶은데 관리하시는 분이 좀 서두르시더라구요
광주,국립 5・18 민주 묘지,잠시 프로그램으로 다녀온 묘지 이곳에 가면 항상 마음이 아파집니다. 그러나 꼭 해야 할 말은 해야 한다는것. 포인트1 지하 전시실. 이곳에 가면 실제 5.18 당시 사람들이 죽어가는 모습들을 볼 수 있습니다. 사진이 좀 잔인하긴 하지만 가면 약간 역한 시체 썩은 냄새 비슷한 냄새를 일부러 나게 하여 당시 상황에 좀 더 몰입 할 수 있어요.포인트2 동학 농민운동 양각 동상. 이곳은 동학 농민운동이 민주화운동의 시초라는 사실을 알려줍니다.포인트3 제 2묘역. 이곳은 518당시 묻힌 분들이 아닌 이후 학생운동을 하던 분들이 묻힌 자리입니다. 좀 더 진솔한 묘역이에요. 
광주,국립 5・18 민주 묘지,"방문기 5.18 민주 묘역은 우리 민족의 시대의 아픔을 대변하는 곳입니다. 종종 방문해 그 시대를 되새기고, 가신 이들의 숭고한 정신과 역사의 교훈을 기억해야 하는 곳이지요."
광주,국립 5・18 민주 묘지,한국사람이라면 무조건 가봐야할 곳.초등학교 2학년 광주로 이사가서 부모님이 데리고 가주신 이곳.어렸을때지만 충격이 만만치 않았어요.이 많은 사람을....
광주,국립 5・18 민주 묘지,신묘지도 좋지만 민주주의에 관심있다면 구묘지로 흔히들 방문하는 다듬어진 신묘지 외에 구묘지라 불리는 민주화투사들의 묘지를 방문하길 추천합니다.
광주,국립 5・18 민주 묘지,잊지말아야 할 역사의 장소 오늘날 이렇게 민주주의가 발전하게 된 것은 많은 분들의 행동이 있어서임을 느끼게 해주는 장소입니다. 조용히 묵념하고 5.18의 희생을 기리는 장소입니다.
광주,국립 5・18 민주 묘지,올바른 현대사를 알기 위해 지금의 민주화가 어떤 과정을 통해 이루어졌는지 알고 왜 지켜나가야 하는지를 깨달을 수 있는 곳. 시내에서 518번 버스를 타면 편하게 닿을 수 있습니다.
광주,국립 5・18 민주 묘지,감사드리는 마음으로 .. 우리나라 민주화의 성지.. 광주 5.18 국립묘지에 다녀왔어요.광주시민들에 용기와 희생에 감사드리며이분들이 있어 우리나라가 완성되지 않았나 싶네요.항상 마음속 깊이 감사함을 가진채로 살아가겠습니다~꼭 한번 더 방문해서 기도드리고싶네요 . .
광주,국립 5・18 민주 묘지,대한민국 민주화의 성지 대한민국 민주화를 일구어 내신 영령들이 계신 민주묘지입니다.해마다 5월이면 추모 행사가 열리는데 구묘역과 신묘역으로 나뉘어져 있습니다.
광주,국립 5・18 민주 묘지,한국 역사! 한국에 민주화가 어떻게 진행 됬는지 알 수 있는 장소. 지금이 있기 까지 노력해주신 분들이 묻혀 있는곳.
광주,국립 5・18 민주 묘지,"광주 민주화의 성지같은 곳 광주광역시는 대한민국 민주화를 위한 투쟁의 역사가 살아숨쉬는 곳입니다. 518민주묘지는 시내에서 멀리 떨어져 있으며, 518기념공원은 시내중심(상무지구)에 있기때문에 둘러보기에는 518기념공원이 낫다고 봅니다."
광주,국립 5・18 민주 묘지,여기 가려 광주에 왔네요 여기는 5.18 민주 묘지 입니다  광주민주화 영령들이 모셔져 있지요살아있는 민주화 운동의 성지입니다  꼭 한번은 들려 보길 추천드립니다 교통이 조금 불편하긴 해도  오길 잘했다는 생각입니다
광주,국립 5・18 민주 묘지,"명절에는 방문이 쉽지 않은 곳 이곳에는 5/18 때 순국하신 분들이 묻혀있는 곳도 있지만,그냥 일반 분들도 묻혀있는 곳이 같이 있습니다. 그래서 제가 갔던 추석날은 정말 교통이 완전 헬이었습니다. 엄청나게 막힙니다. 들어오고 나가는데 2시간은 걸린 것 같습니다. 이 곳을 성묘를 위해 가신다면 명절 이전 주에 방문하시는 게 나을 것 같습니다.묘역 내는 조용하고 잘 가꾸어져 있습니다. 깔끔하고 뭔가 엄숙한 기분이 듭니다."
광주,국립 5・18 민주 묘지,꼭 들러야 할 곳 민주화의 성지인 광주광역시에서 발생했던 5.18 민주화항쟁을 기리기 위해 만들어진 곳입니다. 광주를 들리시는 분들은 그 의미를 되새기며 꼭 한번 들려보세요. 관리도 잘 돼있고 깔끔합니다!
광주,국립 5・18 민주 묘지,대한민국 민주화 만세 묘비 마다 슬픈 사연들이 ㅠㅠ 걸으면서 우리나라의 민주화가 많은분들의 죽음으로 이루어 졌다는 사실에 저절로 고개가
광주,국립 5・18 민주 묘지,"민주화의 상징인 5.18 민주묘지 방문 평일임에도 몇몇 가족들도 방문, 분향하는 모습을 보니 왠지 뿌듯함과 감동이 스쳐감. 한분 한분의 뜻이 영원히 함께 하기를 바라며..."
광주,국립 5・18 민주 묘지,"도시에서 벗어나 조용하고 엄숙한 곳 이 묘지는 1980년대 한국에서 일어난 정치적 운동에 대한 통찰력을 높일 수 있는 곳입니다. 외국인들에겐 잘 알려져 있지 않죠. 묘지, 기념비, 기록물, 유물 등이 한국의 진정한 민주주의를 위해 싸운 영웅들을 기리고 있습니다. 묘지를 방문하는 것은 숙연하고 겸손해지는 경험으로 언제 가더라도 방문객들이 많지 않습니다.단점은 기록물이 주로 한국어로만 설명돼 있어 한국어를 못하는 관광객으로서는 사건에 대한 정확한 디테일을 이해하기가 좀 어려웠습니다.묘지가 시내 중심에서 다소 떨어져 있기 때문에 오가는 시간을 충분히 고려하셔야 할 거예요."
광주,국립 5・18 민주 묘지,이 놀라운 기념관을 놓치지 마세요 광주 대학살은 절대 잊혀져서는 안되며 이 감동적인 기념관은 한국인과 그들의 문화와 역사에 대한 당신의 이해를 더 높일 것입니다. 한국의 민주화를 위해 희생한 이들을 기리기 위해 5/18 기념관에 방문하세요
광주,국립 5・18 민주 묘지,방문하기에 좋은 곳 나는 이곳에 한국어를 하는 동료 교사와 왔는데 박물관과 풍경을 즐겼다. 이곳에 대해 흥미를 가졌고 여기까지 올 교통 수단이 마련된다면 꼭 추천하고 싶다. 절대 후회하지 않을 것이다.
