region,attraction,article
제주,컴퓨터박물관,이것저것 눌러도 보고 게임 체험도 하고 좋아요
제주,컴퓨터박물관,레트로 게임에 관심이 있는분들은 좋아하실것 같아요. 관람 내용이 많치는 않치만 아이들이 좋아해요.
제주,컴퓨터박물관,전시가 잘돼있고 재미있습니다~
제주,컴퓨터박물관,"30대 오빠와 50대 부모님이랑 같이 다녀왔어요
공대 전공자가 있어서 갔는데
저희가 생각했던 박물관은 아니었어요ㅋㅋㅋ
체험할 게 많아 초등학생 아이들이 넘 좋아할 것 같어요"
제주,컴퓨터박물관,컴퓨터의 역사와 게임체험을 할 수 있어서 좋았어요
제주,컴퓨터박물관,아주 볼거리가 많은 곳입니다. 제주에 오시는 분들은 들러보세요.
제주,컴퓨터박물관,중딩 아이들도 잘 놀아요 ~~
제주,컴퓨터박물관,아이들도 어른들도 다 즐거웠어요 게임을 좋아하는 어른 아이 모두 좋아할 장소에요 4시반 입장했는데 6시 마감이라 지하는 보지도 못하고 아쉽게 나왔어요 게임하느라 2층에서 시간 너무 보냈나봐요~ㅋㅋ 3층에 코딩블럭 있어서 더 하고 싶었는데 짧게 하고 나왔어요 지하는 가보지도 못하구요 ㅠㅠ
제주,컴퓨터박물관,아이와 어른 모두에게 재밌는 곳이에요 같이간 여자 어른은 흥미1도 없데요.
제주,컴퓨터박물관,아이들도 남편도 즐거웠어요
제주,컴퓨터박물관,기대이상으로 너무 좋았어요. 아이와 모처럼 즐겁도 재미있는 시간 보냈어요
제주,컴퓨터박물관,어른이가 가면 별로.. 기프트샵때문에 간건데 원하던거 하나도없음 ㅠㅠ 입장료 아까움
제주,컴퓨터박물관,직원이 너무 친절하구요 주차장도 넓습니다 월요일 휴무구요 티켓 예매 후에도 별도로 예약 하셔야 하니 유의 하세요
제주,컴퓨터박물관,아이와 함께 잘 놀다가 왔어요 코딩부터 체험 컴퓨터의 역사부터 전시 체험 구성이 잘되있어요 게임기도 있어서 아이도 아빠도 좋아했어요 일정이 바빠서 더 못놀고 나와서 아쉽네요
제주,컴퓨터박물관,"추억에 옛날에 컴퓨터 배웠을때 기억이 새록새록 나네요. 
지금 아이들은 잘 모르지만, 예전에 도트컴퓨터 나올때, 천리안도 오래간만에 듣고, 하이텔도. 그렇고. 
추억속에 잊고 있던 지난세월이 주마간등처럼 지나가네요. 아이들도 신기한지 VR체험도 하고 시대별 컴퓨터 감상하느라 눈깜짝할새 점심시간을 훌쩍 넘겨버셔서 늦은 점심을 했어요. 
아이들과 함께 컴퓨터세계에 흠뻑 빠져버렸어요. 
넥슨컴퓨터박물관 입구가 주차장 옆에 쬐만하게 있어서 찾는데 헤맸는데, 다행이 직원분들이 박물관입구 찾는 법을 알려줘서 잘 들어갔어요. 
박물관 옆에도 건물이 있는데, 그곳은 프로그램 개발하는데라고 하네요. 
좋은 경험했고, 평소 관심있어 하는 분야라 어른이고 아이고 모두 만족하는 행복한 시간을 보냈어요."
제주,컴퓨터박물관,게임 좋아하는 아이라면 놀거리 볼거리 교육적인 면까지 알차네요. 어른들도 추억 새록새록 생각나며 즐길수 있는곳 같아요^^알찬곳입니다~
제주,컴퓨터박물관,7세아이 아빠랑 둘이보냈더니 4시간이나 둘러보고왔어요 아이가너무조아하고 재밌었다고 하네요:)
제주,컴퓨터박물관,6세 남아 오락게임은 처음 해봤는데 계속 더 하고 싶다고ㅠㅜㅋㅋㅋㅋㅋ공간이 쾌적하고 추억의 게임이 많아 즐거웠어요^^
제주,컴퓨터박물관,아이도 좋아했고 어른도 추억이 새록새록 돋아나는 게임으로 너무 즐거운 시간이였어요 좀더 커서와도 좋을것같아요
제주,컴퓨터박물관,초등학생 아이들과 관람하기에 매우 좋았습니다.
제주,컴퓨터박물관,오랜만에 추억의 게임들도 즐기고 좋았어요
제주,컴퓨터박물관,고전게임팩 체험이 제일 재미있어용 :)
제주,컴퓨터박물관,"시대별 게임, 컴퓨터 변천사 등이 있는데.. 아이는 그저 게임만 즐길 뿐이었네요 ㅎㅎ;;"
제주,컴퓨터박물관,"말그대로 컴퓨터 박물관이에요! 컴퓨터가 만들어지게된 과정 키보드 마우스 등을 전시하고있어요😃 보기 힘든 옛날의 컴퓨터들을 볼 수 있고 사운드 그래픽이었나 그 시대별로 사운드 그래픽이 발전해오면서 소리를 어떻게내는지 들어볼 수 있어요
옛날 게임들도 체험해볼수있고 사실 시간 너무 잘가는데 시간이 부족해 체험을 다 못해서 아쉽네용ㅎㅎ 게임이나 컴퓨터에 관심있으신분들은 애기 어른 (70-90년대생들도 다 추억으로 즐길 수 있어요)상관없이 유익한 시간 보낼 수 있을거라고 생각이됩니당ㅎㅎ 근처에 계신다면 방문 추천드려요😆"
제주,컴퓨터박물관,컴퓨터와 게임에 관심많은 아이들이 다녀오기 좋은거 같아요
제주,컴퓨터박물관,애들이 게임만 할려구하네요..ㅋ
제주,컴퓨터박물관,재밌었어요 아이들도 어른들도ㅋㅋ
제주,컴퓨터박물관,설명 듣고 만들기 체험하고 여러가지 게임을 하다보니 시간 가는 줄 모르겠어요~~!!
제주,컴퓨터박물관,평일에 왔더니 초등학교에서 온 단체학생들로 정신이없어요 ㅜㅜ 학생관리도 안되어 시끄럽고 소리지르고별로네요
제주,컴퓨터박물관,제주여행중에 아이가 가장 좋아한 곳이었어요. 다양한 체험도 좋았고 친절하신 직원분들도 칭찬드려요
제주,컴퓨터박물관,초등생아이둘과 아빠가 좋아하는곳
제주,컴퓨터박물관,초등남아 둘 아니..어른이까지 세명..너무신나 안가려해요~^^ 설명까지 해주셔서 유익했어요~
제주,컴퓨터박물관,시간 충분할때가면 하루종일 놀 정도로 괜찮아요. 대형 오락실같은 느낌 ㅋㅋ
제주,컴퓨터박물관,겜돌이 어른 둘 가서 너무 재밌었어요!
제주,컴퓨터박물관,성인 둘이 가서 구경하기엔 너무 찰나에요 게임기가 있지만 생각보다 애기들이 많아서 하기좀 힘들어요
제주,컴퓨터박물관,아이들이 너무너무 잘놀았어요~
제주,컴퓨터박물관,"짧은 시간이었지만 2~30년 전 으로 잠시 타임머신을 타고 다녀온 듯한 느낌이었습니다. 처음 프로그래밍을 배웠을때, 처음 게임기가 생겼을때, 처음 PDA 을 구매했을때… 컴퓨터는 생각보다 더 깊이 제 인생을 관통하고 있었네요. 박물관이 쭉 잘 유지 되길 바랍니다"
제주,컴퓨터박물관,"도슨트님의 간결,명확하고 또랑또랑한 설명이 좋았어요"
제주,컴퓨터박물관,좋네요 재밌게 남편과다녀왔어요 .너무나 줄거워
제주,컴퓨터박물관,너무너무 좋았어요 재방문의사무조건있습니다!! 어른들도 아이들도 모두 좋아할 것 같아요. 입장료가 전혀 아깝지 않았어요 굿
제주,컴퓨터박물관,아이도 재밌어하고 어른들이가도 추억회상하기 좋습니다
제주,컴퓨터박물관,아이들이 너무 좋아했어요. 코딩도 해보고 게임도 해보고.
제주,컴퓨터박물관,초딩 아이들과 남편이 집에 안가려고해요. 넘 재밌어했습니다.
제주,컴퓨터박물관,"도민할인 너무좋아요
예전에 갔어서 다시와도 변화는없겠지하여
별기대없이 갔는데
생각보다 많이 바뀌어있고
무엇보다 최신게임기가 많아서
게임하느라 시간가는줄 몰랐어요"
제주,컴퓨터박물관,과거부터 현재까지 컴터의 세계로 빠져든 시간이었습니다.ㆍ
제주,컴퓨터박물관,아이들이 좋아하고 어른들도 옛추억을 느끼게 해주어서 좋았어요
제주,컴퓨터박물관,옛날 게임부터 요즘 게임까지 재미있네요^^ 애들부터 어른까지... 컴퓨터에 대한 내용보다 게임만 실컷 했다는 건 좀 아쉬운듯요ㅋㅋ
제주,컴퓨터박물관,도슨트 꼭 들으셔요:) 다양한 이벤트도 하고 있어서 좋습니다!
제주,더마파크,"옆에 어른분들은 많이 좋아하시고
당근도 많이 사셔서 수고한 말들에게
먹이주기 체험하며 즐거운 시간 보내시는데...

저와 아이는 초반 오프닝 무대에 말이 
조금 불쌍한 느낌이라 걱정많이 했어요ㅜㅜ

본 공연은 재미있게 관람했어요
출연자분들이 모두 몽골분 이셔서
말과 혼연일체의 공연보여주셨네요"
제주,더마파크,"제주도 말공연 엄마랑 이모 모시고 봤는데 두 분 모두 너무 만족하셨고 저도 만족하고 동생도 만족하고,, 최고였어요!
재미 감동 모두 갖춰진 공연이고 50분 시간이 순삭으로 지나갔어요 👍🏻 정말 정말 보기 잘했다고 정말 감동적이라고 함께한 4명 모두 만족했어요 ♥️ 정말 재밌어요! 
공연보고 말도 타고 사진도 찍고 ~~ 강추입니다 🐎"
제주,더마파크,아빠가 진짜 너무너무 감동받고 좋아하셨어요. 배우분들 우리나라 사람도 아닌것같은데 엄청 연기 열씨미하시고 재밌어요. 볼만하네요. 미리 예매하시고 할인받으세요. 어르신들은 무조건 좋아합니다
제주,더마파크,"기대없이 갔지만... 우와.. 저는 아주 좋았습니다.
아이들도 흥분의 도가니에....
50분간의 공연... 돈 전혀 아깝지 않았습니다..
한번쯤 꼭 가보시길 추천합니다..
웅장함과... 재미.... 여러 마장술을 구경할 수 있는 좋은 시간이었어요"
제주,더마파크,"너무 흥미롭게봤어요. 50분이 금방가네요~
스토리도있어 응원하게되고, 아이들뿐아니라 어른들이 보기에도 좋아요~
경쾌하고 웅장한 음악들과 현란한 말쑈들로 신났어요.
관중석엔 가림막이 다되어있어 더워도 시원하게볼것같아요. 
다만, 땡볕에서 공연하는 분들이 넘 대단해보이고, 힘드실것같아요. 더마마크 공연팀 화이팅입니다^^"
제주,더마파크,"친정엄마와 아이들 함께 구경.
말과 함께 얼마나 많은 연습을 하셨는지 보이는 공연이였어요~달리는 말에 올라타서 거꾸로 서고 점프하고 활도쏘고👏👏👏 멋진공연으로 재미있었지만....한편으론 말들이 많이 힘들고 아프진않을까 하는 생각이 중간 중간 들더라구~하지만 멋진공연을 위해 많은 연습과 훈련을 한 말과 공연단분들을 위해서 열심히 아낌없이 박수치고 왔어요^^;;하루에 세번씩 공연을 하고 매번 같은 공연을 반복하는데도 공연단분들 자세와 손끝 하나 흐트러짐없고 얼굴에 미소 띄며 공연 하시는 프로의 모습에 박수를 아낄수 업었네요^^너무 잘 봤습니다~~"
제주,더마파크,"비가 와서 걱정됫는게 정말 더 멋지고 더 고생하시고 동작하나 틀리지 않고 웃으시면서 공연하시는데 역시 프로구나 싶었답니다^^ 공연하시는 분들과 말들 안쓰러운 마음도 들었네요 
말과 공연하시는 분들의 혼연일체! 정말 멋진 공연이었어요! 
제주도 가면 꼭 또 보러갈겁니다! 강추강추👍🏻"
제주,더마파크,"여긴 돈이 하나도 아깝지 않은곳이에요 진심.. 배우분들 너무 진짜 멋있고 한시간이 어찌 지나갔는지 모르겠네요..
또 보고싶을정도네요.. 부모님도 너무 재밌게봤다고 만족해하셨어요"
제주,더마파크,"최고였습니다. 비가 와서 운동장이 질퍽했을텐데 공연하시는분들 정말 고생 많으셨어요.
나중에 또 재방문 하고 싶어요.
근데 주차장 질서가 엉망이라 통제가 필요해 보입니다.
대형 관광버스들이 문제가 많내요."
제주,더마파크,더마파크는 공연도 보고 승마 체험도 되구요 아이와 부모님 모든 가족이 좋아하고 행복해 하는 장소입니다. 저 또한 제두도 열번오면 아홉번 정도는 공연을 보는듯 합니다 너무 너무 즐겁습니다. 제주도 여행이라면 빠질수 없는 코스라고 생각합니다. 꼭 가보세요~
제주,더마파크,어머님 아버님 오신다고해서 기대안하고 예매했는데 저랑 애들이 너무 재밌었어요 기대해도좋음
제주,더마파크,"7살 조카도 좋아하고 부모님도 좋아하셨어요
무엇보다 좌석마다 장판이 있어서 공연을 보는 내내 바랑은 불어도 따뜻해서 너무 좋았어요
시간가는줄 모르고 봤어요~~"
제주,더마파크,"공연은 5번째보는데도 웅장하고 멋있어요 아이와함께체험할곳도많고 동물원과 카트 승마체험 한곳에서알차게 
보냈어요"
제주,더마파크,"최고최고최고!
그냥,말이필요없습니다!
특히,카트체험쪽에
설명해주시는분♡♡♡♡♡
막그냥,친절하시고친절하시고친절하십니다!
말타기체험. 아이가타고,또탄다해서또태웠습니다.
완벽한 라온 더마파크입니다!"
제주,더마파크,말탔구요 ~~ 카트탔어요 말이 관리가 잘 되었구요 승마체험 재미있네요 카트도 스릴있고 좋았어요
제주,더마파크,"너무 신기하고 재미있었어요~~ 묘기(?)에 성공하지 못해도 못한대로 스릴있도, 내가 하는 것도 아닌데 모두가 다같이 긴장하고 아쉬워해요 ㅋㅋ
9세, 7세 아이들도 즐겁게 관람했어요!!"
제주,더마파크,말타는게 세상 힙할줄이야.. 외국인(몽골인일것같음)들이 연극하듯 말을 타는데 스킬이 엄청납니다. 어머니들 관광버스타고 엄청 오십니다. 나이불문 재밌게 즐길수있고 공연시간이 1시간정도로 깁니다. 공연시작시간 확인하고 가세요.
제주,더마파크,"말공연이 정말 인사깊어요 이런공연 처음이고 말연기도 대박~시간이 순간 지나가요 
조금 어린아이들은 집중시간이 짧으니 좀 지루한감은 있을수있으나 먹이 주기 체험도하고 주변에 카드와 승마 동물원이 있으니 좋은거 같아요 
참고로 광개토대왕 이야기입니다."
제주,더마파크,"카트타기좋았어요.너무신나요.
말타기체험
말공연
동물원
없는게없는곳!ㅎㅎ"
제주,더마파크,"말공연을 아이가 너무너무 재밌어 해서 제주 여행 중에 2번 갔습니다 
공연말고 카트타기와 승마 동물원까지 있어서 다양한 연령대가 같이 가기 좋아요"
제주,더마파크,1년전에 여행왔다 우연히 보여줬는데~~1년동안제주도 언제가냐고..더마파크 가자는말만해서 다시재방문했어요~~~너무재미있고 너무멋쩌요 우리아이들이 너무 좋아하는 노란옷 언니ㅎ내년에도..또만나요~~
제주,더마파크,"3년전 가을 아이들과 말을 타고 사진도 이쁘게 찍었던 곳인데 이번에 같은 곳을 방문해서 똑같은 사진을 찍었어요~
같은 장소라 더 추억이 되고 감회가 새로웠네요~
3년전 울면서 탔던 아이가 지금은 웃으면서 타네요~ 가격이 매우 저렴해서 강추 입니다!!"
제주,더마파크,"너무너무 재미있어요,,,진짜 몽골인들 연기도 너무잘하시고 말들도 연기를잘하고 ㅎㅎ 팬서비스도 좋았어요!!.최고의추억인거같아요! 다음에 또 올거에요,,,핵강추 예정,,♡"
제주,더마파크,"친정엄마와 아이와 3대가 함께하는
여행에서 모두 즐길 수 있는 장소를 찾다 발견해서 다녀왔어요! 아이는 승마체험도 하고 싶었는데
54개월이라 체험불가라 하셔서 기마공연만 보고 왔어요 ㅜㅜ 6세/60개월 이상 부터 체험 가능하다시네요

하지만 공연 보며 아쉬운 마음 모두 날려버리며
즐겁게 즐기다 왔어요! 내용도 눈도 모두 만족스러웠어요^^"
제주,더마파크,아이가 좋아해서 두번탔어요 첫번째 탈때 같이 타는사람이 많아서 경주하는게 재미있었나봐요 다음에 제주오면 또 방문할게요^^
제주,더마파크,"부모님부터 아이까지 가족 모두 보기 좋은 공연입니다
현장에서도 인터넷으로 예매하면 싸게 사서 바로 이용 할 수 있어요"
제주,더마파크,"хичээсэнд баярлалаа.
Үнэхээр сонирхолтой байлаа.

남녀노소 모두가 좋아할만 한 공연장이에요~

열심히 연기해주신 연기자분들 수고 많으셨어요!!^^

어르신들이 당근을 거의 3명 표값만큼 사서 먹여주셨어요 ㅋㅋ 당연히 당근은 일반 시중가보단 비싸지만, 연기자분들 수고와 노력에 대해 지불하는 팁이라 생각해요~

모두들 정말 수고 많았어요!!^^ 재밌게 잘 봤습니다."
제주,더마파크,"5살짜리랑 돌 지난 아기 데리고 갔는데 아주 즐거워했어요.^^ 우리 큰 애는 몇일이 지난 지금도 말 타던 아저씨 얘기하네요. 스토리는 전혀 못따라가지만 그냥 멋진 왕이 나와서 말 타고 묘기하고 승리한다 정도로 아네요. 칠순 어머니도 좋아하셨고 가족 단위로 가기 좋은 곳이에요. 아기들 용 동물원, 승마원, 카트라이드도 있어서 공연 관람 조금 전에 가서 즐기기 좋아요"
제주,더마파크,아이들 어르신 모두 좋아하는 공연입니다 너무 재밌게 잘봣어요. 백제인 역활하는 사람 잘생겼어요 ㅋㅋ
제주,더마파크,"제주도 꽤 많이 오고 한달살기도 여러차례했는데 이걸 이제 알았네요.
우와~~ 입벌리고 봤어요.
이건 애들도 애들인데 어른인 제가 더 재밌었어요. 광개토대왕 스토리를 말을 타면서 연기를 하는데 엄청 훈련했겠다 싶더라고요. 말로 표현 하긴 어렵고 돈 하나도 안까웠어요.
잘 생기고 예쁜 배우들이 왠만한 기수보다 말을 잘타고 연기도 하고 쇼맨십도 있어요.
공연보고 카트타고 말체험하고 놀다왔네요."
제주,더마파크,더마파크는 제주방문할때마다 빼먹지 않고 오는곳이에요. 봐도봐도 넘 잼있고 흥미진진해요~~~
제주,더마파크,출연자들이 열정적으로 공연했어요.
제주,더마파크,"아이들이랑 같는데 엄청 좋아하네요...
초등학생들 역사를 아는 아이가 가면 공연을 더 잘 이해할 것 같아요~~~
동물원도 공연 티켓 있으니 30프로 할인 되서 좋네요~"
제주,더마파크,아이들이 체험하기 좋아요. 다시 방문하고 싶다고까지 하네요. 네이버예매안하고 승마티켓 구매한게 조금아쉽네요. 하지만 카트는 네이버예매해서 잘 이용했습니다.
제주,더마파크,너무너무너무 재미있었어요!! 이 가격에 이런 고퀄리티 공연이라니.. 완전 눈호강했습니다 부모님께서도 대만족시하셨어요 가족과 행복한 시간 보내게 해주셔서 감사합니다 말들도 연기 너무 잘해요! ㅋㅋㅋ 쓰러지는 연기 대박
제주,더마파크,"제주도 6번이나 방문했지만. 계획에 없던 곳인데. 지인추천으로 가게되었어요.
공연시간도50분정도라 길다고 생각하고 15분은 지나서 입장했는데. 왠걸 애들이 너무너무 재밌어하구. 신기해 했어요. 앞에못본거 다음날 또 보자고 하고ㅎㅎ. 야외공연이라 그런지 자리에 엉뜨를 ㅎㅎ센스있게 굿굿. 따뜻하게 관람 했습니다."
제주,더마파크,"기념사진은 내돈 내산이지만 카메라로 찍어주시니 아이들 인생사진 생겼어요~ 말 타는 시간은 5,6분 정도지만 가격은 나름 다른곳보다 합리적이에요~!"
제주,더마파크,보기싫다던 아이가 손바닥이 아플정도로 열심히 박수쳤어요..너무 신기했고 나름 스토리도 있어서 잼있었어요.남녀노소 누구나 좋아할거같아요.진짜 강추입니다.
제주,더마파크,"너무 좋았습니다 지인이 추천하길래 적당히 기대했었는데
이 더운 날씨에도 찡그리는 분들 하나 없이 너무 멋졌어요
대박 대박이였습니다 정말 고생 많으신거 같았어요 말들의 연기도 최고구요"
